2024-06-02 20:23:04,159 INFO    StreamThr :14878 [internal.py:wandb_internal():86] W&B internal server running at pid: 14878, started at: 2024-06-02 20:23:04.158381
2024-06-02 20:24:51,354 DEBUG   HandlerThread:14878 [handler.py:handle_request():146] handle_request: internal_messages
2024-06-02 20:24:53,561 DEBUG   HandlerThread:14878 [handler.py:handle_request():146] handle_request: status_report
2024-06-02 20:24:58,568 DEBUG   HandlerThread:14878 [handler.py:handle_request():146] handle_request: status_report
2024-06-02 20:25:03,565 DEBUG   HandlerThread:14878 [handler.py:handle_request():146] handle_request: status_report
2024-06-02 20:25:04,832 DEBUG   SenderThread:14878 [sender.py:send():379] send: stats
2024-06-02 20:25:06,317 DEBUG   HandlerThread:14878 [handler.py:handle_request():146] handle_request: stop_status
2024-06-02 20:25:06,317 DEBUG   SenderThread:14878 [sender.py:send_request():406] send_request: stop_status
2024-06-02 20:25:06,361 DEBUG   HandlerThread:14878 [handler.py:handle_request():146] handle_request: internal_messages
2024-06-02 20:25:09,511 DEBUG   HandlerThread:14878 [handler.py:handle_request():146] handle_request: status_report
2024-06-02 20:25:14,513 DEBUG   HandlerThread:14878 [handler.py:handle_request():146] handle_request: status_report
2024-06-02 20:25:19,515 DEBUG   HandlerThread:14878 [handler.py:handle_request():146] handle_request: status_report
2024-06-02 20:25:21,313 DEBUG   HandlerThread:14878 [handler.py:handle_request():146] handle_request: stop_status
2024-06-02 20:25:21,313 DEBUG   SenderThread:14878 [sender.py:send_request():406] send_request: stop_status
2024-06-02 20:25:21,354 DEBUG   HandlerThread:14878 [handler.py:handle_request():146] handle_request: internal_messages
2024-06-02 20:25:25,465 DEBUG   HandlerThread:14878 [handler.py:handle_request():146] handle_request: status_report
2024-06-02 20:25:30,466 DEBUG   HandlerThread:14878 [handler.py:handle_request():146] handle_request: status_report
2024-06-02 20:25:34,836 DEBUG   SenderThread:14878 [sender.py:send():379] send: stats
2024-06-02 20:25:35,839 DEBUG   HandlerThread:14878 [handler.py:handle_request():146] handle_request: status_report
2024-06-02 20:25:36,318 DEBUG   HandlerThread:14878 [handler.py:handle_request():146] handle_request: stop_status
2024-06-02 20:25:36,318 DEBUG   HandlerThread:14878 [handler.py:handle_request():146] handle_request: internal_messages
2024-06-02 20:25:36,319 DEBUG   SenderThread:14878 [sender.py:send_request():406] send_request: stop_status
